,dep_day,dep_time,dep_city,dep_lat,dep_long,dep_addr,arr_city,arr_lat,arr_long,arr_addr,price,distance,seatsleft,seats,trip_id,stops,bookmode,booktype,arr_city_name,duration,recommended_price,country_code
51,2017-01-01,14:50:00,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Verona,45.43838501,10.991621971,"Verona, VR, Italia",9.5,160,1,2,708405097-milano-verona,"[Milano, Verona, Legnago]",auto,online,verona,8400,8,IT
52,2017-01-01,15:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Peschiera Del Garda,45.439640045,10.686545372,Peschiera del Garda,8.5,137,3,3,710367089-milano-peschiera-del-garda,"[Milano, Peschiera Del Garda, Rovereto]",manual,online,peschiera del garda,6600,7,IT
53,2017-01-01,15:00:00,Milano,45.4842475,9.2348298,"Lambrate Fs, Milano, MI, Italia",Venezia,45.4380167,12.3180937,"Piazzale Roma, Venezia, VE, Italia",15.0,267,2,4,709606369-milano-venezia,"[Milano, Venezia]",manual,online,venezia,12000,14,IT
54,2017-01-01,15:00:00,Milano,45.484579,9.204914,"Stazione Centrale, Milan",Ulma,48.4010822,9.9876076,"Ulma, Germania",26.5,432,3,3,710554289-milano-ulma,"[Milano, Ulma]",manual,online,ulma,19800,23,DE
55,2017-01-01,15:00:54,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Sanremo,43.8159671,7.7760567,"18038 Sanremo IM, Italia",23.0,261,1,1,710490289-milano-sanremo,"[Milano, Sanremo]",manual,online,sanremo,13200,14,IT
56,2017-01-01,15:10:00,Milano,45.4842475,9.2348298,"Lambrate Fs, Milano, MI",Parma,44.801485,10.3279036,"Parma, PR",8.5,129,1,3,710688794-milano-parma,"[Lugano, Milano, Parma, Castiglione Dei Pepoli]",auto,online,parma,6600,7,IT
57,2017-01-01,15:30:00,Milano,45.4654219,9.1859243,"Milano, MI",Parma,44.801485,10.3279036,"Parma, PR",8.5,128,1,2,708016016-milano-parma,"[Milano, Parma, Arezzo]",auto,online,parma,6600,7,IT
58,2017-01-01,15:30:00,Milano,45.4374087,9.1689964,"Famagosta, Milano, MI",Ventimiglia,43.7912366,7.6075864,Ventimiglia,25.0,278,1,2,709495154-milano-ventimiglia,"[Milano, Ventimiglia, Antibes]",manual,online,ventimiglia,13200,15,IT
59,2017-01-01,15:30:02,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Firenze,43.7695604,11.2558136,"Firenze, FI, Italia",19.5,306,1,3,710184724-milano-firenze,"[Milano, Firenze]",manual,online,firenze,13800,17,IT
60,2017-01-01,15:30:18,Milano,45.484579,9.204914,"Stazione Centrale, Milan",Torino,45.074091,7.668519,"Porta Susa, Turin",10.5,145,4,4,710943914-milano-torino,"[Milano, Torino]",manual,online,torino,7200,8,IT
61,2017-01-01,15:40:08,Milano,45.4654219,9.1859243,Milano,Bergamo,45.6982642,9.6772698,"Bergamo BG, Italia",5.5,52,2,4,709820729-milano-bergamo,"[Torino, Milano, Bergamo, Padova]",manual,online,bergamo,4200,2,IT
62,2017-01-01,15:50:00,Milano,45.4376,9.16815,"Famagosta m2, Milano, MI",Genova,44.4283,8.75222,"Genova Voltri, Genova, GE - ARENZANO - COGOLETO",10.5,140,2,4,710215514-milano-genova,"[Milano, Genova, Varazze]",auto,online,genova,9000,8,IT
63,2017-01-01,15:50:45,Milano,45.484579,9.204914,"Stazione Centrale, Milan",Bludenz,47.15991,9.80821,"Bludenz, Österreich",17.5,300,2,2,710749834-mailand-bludenz,"[Nizza, Milano, Bludenz]",manual,online,bludenz,15000,16,AT
64,2017-01-01,16:00:00,Milano,45.4654219,9.1859243,"Milano, MI",Istrana,45.6785452,12.0993682,"Istrana, TV",16.5,271,1,3,700278439-milano-istrana,"[Milano, Istrana]",auto,online,istrana,12600,14,IT
65,2017-01-01,16:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Viterbo,42.4206766,12.107669,"Viterbo, VT, Italia",31.5,512,2,2,703179828-milano-viterbo,"[Milano, Viterbo]",manual,online,viterbo,21000,28,IT
66,2017-01-01,16:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia","Spoleto, PG, Italia",42.7190298,12.6905326,"Spoleto, PG, Italia",31.5,518,2,2,708055521-milano-spoleto-pg-italia,[Milano],manual,online,spoleto,21000,27,IT
67,2017-01-01,16:00:08,Milano,45.4654219,9.1859243,"Milano, Italia",Padova,45.4064349,11.8767611,"Padova PD, Italia",18.5,245,3,3,710677064-milano-padova,"[Milano, Padova]",manual,online,padova,11400,13,IT
68,2017-01-01,16:00:27,Milano,45.4654219,9.1859243,"Milano, Italia",Modena,44.654817,10.868112,"Modena Nord (casello), Modena",12.0,171,1,4,710743924-milano-modena,"[Milano, Modena, Formigine]",manual,online,modena,9000,9,IT
69,2017-01-01,16:00:46,Milano,45.43256,9.20133,"Via Giuseppe Ripamonti, 193, 20141 Milano, Italia",Verona,45.4291016,10.9823731,"Stazione Verona Porta Nuova, Piazzale XXV Aprile, 37138 Verona V",15.0,168,3,3,710905999-milano-verona,"[Milano, Verona, Lonigo]",auto,online,verona,8400,8,IT
70,2017-01-01,16:00:50,Milano,45.4532979,9.1695933,"Milano Porta Genova, Piazzale Stazione Genova, 4, 20144 Milano, ",Pistoia,43.9303475,10.9078587,"51100 Pistoia PT, Italia",19.5,317,2,3,710195949-milano-pistoia,"[Milano, Pistoia]",manual,online,pistoia,13200,17,IT
71,2017-01-01,16:10:33,Milano,45.437393188,9.168777466,"Famagosta M2, Milan",Chiavari,44.3168416,9.3199822,"16043 Chiavari GE, Italia",12.0,170,2,3,710876174-milano-chiavari,"[Milano, Chiavari]",auto,online,chiavari,10200,9,IT
72,2017-01-01,16:20:00,Milano,45.4654219,9.1859243,"Milano, Italia",Brescia,45.5415526,10.2118019,"Brescia, BS, Italia",5.5,96,1,3,707264501-milano-brescia,"[Torino, Milano, Brescia, Desenzano Del Garda]",manual,online,brescia,5400,5,IT
73,2017-01-01,16:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Rimini,44.0678288,12.5695158,"Rimini, RN, Italia",23.0,327,2,2,705562853-milano-rimini,"[Milano, Rimini]",auto,online,rimini,13800,18,IT
74,2017-01-01,16:50:00,Milano,45.4372427,9.1681331,"Famagosta, Milano, MI",Loano,44.1305508,8.2612069,"Loano, SV",14.0,195,4,4,707430491-milano-loano,"[Neuchâtel, Milano, Loano]",manual,online,loano,10200,11,IT
75,2017-01-01,17:00:00,Milano,45.46549,9.18588,"Milano, MI",Bologna,44.494887,11.3426163,"Bologna, BO",12.0,216,3,3,710899129-milano-bologna,"[Milano, Bologna, Patù]",manual,online,bologna,10200,11,IT
76,2017-01-01,17:00:00,Milano,45.43775177,9.168412209,"Famagosta m2, Milano, MI, Italia",San Mariano,43.08713913,12.305044174,"San Mariano, PG, Italia",28.5,445,1,1,697742203-milano-san-mariano,"[Milano, San Mariano]",manual,online,san mariano,-1,-1,IT
77,2017-01-01,17:00:28,Milano,45.4654219,9.1859243,"Milano, Italia","Castel di Lama Stazione, 63100 Ascoli Piceno AP, Italia",42.8640929,13.724874,"Castel di Lama Stazione, 63100 Ascoli Piceno AP, Italia",36.0,529,1,2,710426119-milano-castel-di-lama-stazione-63100-ascoli-piceno-ap-italia,[Milano],auto,online,ascoli piceno,21600,29,IT
78,2017-01-01,17:10:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Bologna,44.494887,11.3426163,"Bologna, BO, Italia",13.0,216,2,2,710715789-milano-bologna,"[Siena, Milano, Bologna, Aosta]",manual,online,bologna,10200,11,IT
79,2017-01-01,17:50:00,Milano,45.46549,9.18588,"Milano, MI",Torino,45.0702542,7.6865394,"Torino, TO",6.5,146,2,3,708496501-milano-torino,"[Pescantina, Milano, Torino, Valdieri]",manual,online,torino,7200,8,IT
80,2017-01-01,17:50:00,Milano,45.465423584,9.18592453,Milano,Brescia,45.541553497,10.211801529,Brescia,7.5,96,3,3,710152914-milano-brescia,"[Torino, Milano, Brescia, Verona]",manual,online,brescia,5400,5,IT
81,2017-01-01,17:50:57,Milano,45.4654219,9.1859243,"Milano, Italia",Bologna,44.50630188,11.342697144,"Stazione Centrale, Bologna",15.0,219,1,3,706711928-milano-bologna,"[Cossato, Milano, Bologna, Cesena]",manual,online,bologna,10200,11,IT
82,2017-01-01,18:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Pallanzeno,46.0396515,8.2603284,"Pallanzeno, VB, Italia",7.5,119,3,3,708384797-milano-pallanzeno,"[Milano, Pallanzeno]",auto,online,pallanzeno,6000,6,IT
83,2017-01-01,18:00:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Rapallo,44.3498211,9.2338889,"Rapallo, GE, Italia",12.0,162,2,3,709204814-milano-rapallo,"[Milano, Rapallo]",auto,online,rapallo,9600,9,IT
84,2017-01-01,18:00:00,Milano,45.46549,9.18588,"Milano, MI",Bologna,44.494887,11.3426163,"Bologna, BO",13.0,216,2,3,710635189-milano-bologna,"[Milano, Bologna]",manual,online,bologna,10200,11,IT
85,2017-01-01,18:00:00,Milano,45.46549,9.18588,"Milano, MI",Cles,46.3645084,11.0355046,"Cles, TN",16.5,261,3,3,710578239-milano-cles,"[Milano, Cles]",manual,online,cles,12600,14,IT
86,2017-01-01,18:00:00,Milano,45.4372427,9.1681331,"Famagosta, Milan, Italie",Nizza,43.7101728,7.2619532,"Nice, France",26.5,310,2,3,709510159-milan-nice,"[Milano, Nizza, Tolone]",auto,online,nizza,15000,17,FR
87,2017-01-01,18:00:54,Milano,45.4973525,9.1855444,"Piazzale Carlo Maciachini, 20159 Milano, Italia",Torino,45.0716228,7.6659039,"Torino Porta Susa, Corso Bolzano, 10121 Torino, Italia",6.5,143,4,4,710747839-milano-torino,"[Milano, Torino]",auto,online,torino,7200,8,IT
88,2017-01-01,18:10:00,Milano,45.4858877,9.2042827,"Milano Centrale, Milano, MI",Torino,45.071013,7.6663374,"Torino Porta Susa, Torino, TO",10.5,145,1,1,691776490-milano-torino,"[Salerno, Milano, Torino]",manual,online,torino,7200,8,IT
89,2017-01-01,18:30:42,Milano,45.4654219,9.1859243,"Milano, Italia",Bologna,44.494887,11.3426163,"Bologna, Italia",13.0,216,3,3,705015433-milano-bologna,"[Colmar, Milano, Bologna]",manual,online,bologna,10200,11,IT
90,2017-01-01,18:40:46,Milano,45.4654219,9.1859243,Milano,Piacenza,45.0526206,9.6929845,Piacenza,5.5,71,2,4,710211549-milano-piacenza,"[Sesto San Giovanni, Milano, Piacenza, Bologna]",auto,online,piacenza,4800,3,IT
91,2017-01-01,19:00:00,Milano,45.4654,9.18592,"Milano, MI",Torino,45.0703,7.6869,"Torino, TO",7.5,144,1,1,710583784-milano-torino,"[Milano, Torino]",manual,online,torino,7200,8,IT
92,2017-01-01,19:00:00,Milano,45.465423584,9.18592453,"Milano, MI, Italia",Grosseto,42.763526917,11.112363815,"Grosseto, GR, Italia",28.5,431,3,3,709653059-milano-grosseto,"[Milano, Grosseto]",manual,online,grosseto,18600,23,IT
93,2017-01-01,19:10:00,Milano,45.4654219,9.1859243,"Mailand, Italien",Genova,44.4056499,8.946256,"Genua, Italien",12.0,148,2,2,709061479-mailand-genua,"[Norimberga, Milano, Genova, Finale Ligure]",manual,online,genova,9000,8,IT
94,2017-01-01,19:30:00,Milano,45.4372427,9.1681331,"Famagosta, Milano, MI",Savona,44.3048485,8.467631,"Via Tissoni Giovanni, Savona, SV",9.5,172,3,3,709902239-milano-savona,"[Milano, Savona]",auto,online,savona,9000,9,IT
95,2017-01-01,19:30:00,Milano,45.4654219,9.1859243,"Milano, MI, Italia",Cattolica,43.9629943,12.7422429,"Cattolica, RN, Italia",21.5,347,3,3,710678904-milano-cattolica,"[Milano, Cattolica]",manual,online,cattolica,13800,19,IT
96,2017-01-01,19:30:16,Milano,45.4654219,9.1859243,"Milano, Italia",Bologna,44.5345216,11.2878593,"Aeroporto di Bologna, Via del Triumvirato, 84, 40132 Bologna, It",13.0,213,1,4,689123794-milano-bologna,"[Milano, Bologna, Imola]",manual,online,bologna,10200,11,IT
97,2017-01-01,19:30:35,Milano,45.484579,9.204914,"Stazione Centrale, Milan",Montbéliard,47.510356,6.798466,"25200 Montbéliard, France",31.5,435,2,2,709526009-milan-montbeliard,"[Milano, Montbéliard]",manual,online,montbéliard,19800,23,FR
98,2017-01-01,20:00:06,Milano,45.4654219,9.1859243,"Milano, Italia",Sondrio,46.1698583,9.8787674,"23100 Sondrio SO, Italia",8.5,144,2,2,709698244-milano-sondrio,"[La Spezia, Milano, Sondrio]",manual,online,sondrio,9000,7,IT
99,2017-01-01,20:10:51,Milano,45.4654219,9.1859243,"Milano, Italia",Falconara Marittima,43.6276081,13.4029204,"60015 Falconara Marittima AN, Italia",28.5,415,3,3,669915298-milano-falconara-marittima,"[Étampes, Milano, Falconara Marittima]",manual,online,falconara marittima,17400,23,IT
100,2017-01-01,20:30:00,Milano,45.46549,9.18588,"Milano, MI",Pietrasanta,43.9595513,10.2286323,"Pietrasanta, LU",20.5,253,1,3,710539739-milano-pietrasanta,"[Milano, Pietrasanta]",auto,online,pietrasanta,11400,13,IT
101,2017-01-01,20:30:42,Milano,45.4654219,9.1859243,"Milano, Italia",Padova,45.416793823,11.881027222,"Stazione Centrale, Padova",14.0,238,3,3,705819423-milano-padova,"[Milano, Padova]",manual,online,padova,11400,13,IT
102,2017-01-01,20:30:48,Milano,45.4378921,9.1671772,"Famagosta m2, Milano, MI",Bologna,44.5047937,11.344625,"Bologna Stazione Centrale, Bologna, BO",13.0,215,2,3,709848574-milano-bologna,"[Milano, Bologna]",manual,online,bologna,10200,11,IT
103,2017-01-01,20:40:00,Milano,45.453296661,9.169592857,"Milano Porta Genova, Piazzale Stazione Genova, Milan, Italie",Savona,44.297561646,8.464500427,Savona,9.5,173,1,3,708859927-milan-savona,"[Milano, Savona, Antibes]",manual,online,savona,9000,9,IT
104,2017-01-01,21:00:01,Milano,45.4839709,9.2060969,"Centrale, Milano, Italia",Bologna,44.5058803,11.3433706,"Bologna Centrale, Piazza delle Medaglie d'Oro, 40121 Bologna, It",15.0,216,2,3,710535919-milano-bologna,"[Milano, Bologna]",manual,online,bologna,10200,11,IT
105,2017-01-01,21:00:46,Milano,45.4654219,9.1859243,"Milano, Italia",Cascina Malpensa,45.7156434,8.5909999,"28053 Cascina Malpensa NO, Italia",6.5,64,2,2,710099114-milano-cascina-malpensa,"[Rovereto, Milano, Cascina Malpensa, Borgomanero]",manual,online,cascina malpensa,4200,3,IT
